BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Point of Contact
2,10000,700,Carpet Area,Kolkata,Semi-Furnished,2,Contact Owner
2,22000,1200,Super Area,Kolkata,Semi-Furnished,2,Contact Agent
2,8500,750,Carpet Area,Kolkata,Semi-Furnished,1,Contact Owner
3,35000,1200,Super Area,Kolkata,Semi-Furnished,3,Contact Agent
2,7000,450,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
3,8500,1430,Super Area,Kolkata,Semi-Furnished,1,Contact Owner
2,6000,450,Super Area,Kolkata,Unfurnished,1,Contact Agent
4,35000,800,Super Area,Kolkata,Semi-Furnished,3,Contact Owner
1,6000,400,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,8000,650,Super Area,Kolkata,Unfurnished,1,Contact Owner
1,5000,450,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,6000,600,Super Area,Kolkata,Unfurnished,1,Contact Owner
3,15000,1200,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
2,9000,700,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
1,5000,300,Carpet Area,Kolkata,Unfurnished,1,Contact Agent
3,8000,1200,Super Area,Kolkata,Unfurnished,3,Contact Owner
3,35000,1300,Carpet Area,Kolkata,Unfurnished,2,Contact Agent
1,5500,400,Super Area,Kolkata,Unfurnished,1,Contact Agent
3,35000,1320,Carpet Area,Kolkata,Unfurnished,2,Contact Agent
2,11000,1000,Super Area,Kolkata,Furnished,2,Contact Owner
2,10000,700,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,6500,800,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
2,6000,900,Super Area,Kolkata,Furnished,1,Contact Owner
3,36125,1700,Super Area,Kolkata,Unfurnished,2,Contact Owner
2,6800,600,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,8500,850,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
2,5000,550,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
1,6500,650,Carpet Area,Kolkata,Furnished,1,Contact Owner
1,6500,800,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,4500,475,Super Area,Kolkata,Unfurnished,1,Contact Owner
1,6000,200,Carpet Area,Kolkata,Unfurnished,1,Contact Agent
1,10000,400,Carpet Area,Kolkata,Unfurnished,1,Contact Agent
1,12000,500,Super Area,Kolkata,Furnished,1,Contact Agent
2,12000,550,Carpet Area,Kolkata,Unfurnished,1,Contact Agent
2,12000,800,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,9000,1000,Super Area,Kolkata,Furnished,2,Contact Owner
1,5000,400,Carpet Area,Kolkata,Semi-Furnished,1,Contact Owner
1,6000,300,Carpet Area,Kolkata,Unfurnished,1,Contact Agent
2,5500,450,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,5500,450,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,8500,1100,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
1,5000,450,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,23000,1100,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
2,5500,650,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,8500,780,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
3,22000,1100,Super Area,Kolkata,Semi-Furnished,2,Contact Owner
1,5500,800,Super Area,Kolkata,Unfurnished,1,Contact Owner
1,7000,500,Super Area,Kolkata,Semi-Furnished,2,Contact Agent
1,5000,400,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
1,5000,450,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,6500,550,Super Area,Kolkata,Unfurnished,1,Contact Agent
2,8000,600,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
1,5500,200,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,6000,500,Carpet Area,Kolkata,Semi-Furnished,1,Contact Owner
1,5500,450,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,10000,1050,Super Area,Kolkata,Unfurnished,2,Contact Owner
3,10000,1000,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
2,10000,1200,Super Area,Kolkata,Semi-Furnished,2,Contact Owner
3,12000,1100,Super Area,Kolkata,Semi-Furnished,2,Contact Owner
1,5200,220,Super Area,Kolkata,Unfurnished,1,Contact Owner
1,4000,350,Super Area,Kolkata,Unfurnished,1,Contact Owner
3,30000,1100,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,5146,800,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,12000,950,Super Area,Kolkata,Unfurnished,1,Contact Owner
3,7000,1200,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,8500,700,Super Area,Kolkata,Semi-Furnished,1,Contact Owner
1,7000,500,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,9500,570,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,8000,650,Super Area,Kolkata,Unfurnished,1,Contact Owner
3,15000,1200,Super Area,Kolkata,Unfurnished,3,Contact Owner
5,22500,960,Super Area,Kolkata,Unfurnished,2,Contact Owner
2,12500,1250,Super Area,Kolkata,Semi-Furnished,2,Contact Owner
3,34000,120,Super Area,Kolkata,Furnished,2,Contact Owner
3,14000,950,Carpet Area,Kolkata,Semi-Furnished,2,Contact Owner
1,9500,600,Carpet Area,Kolkata,Unfurnished,1,Contact Agent
2,7000,750,Super Area,Kolkata,Unfurnished,1,Contact Owner
3,20000,1200,Super Area,Kolkata,Unfurnished,2,Contact Owner
1,6500,400,Carpet Area,Kolkata,Semi-Furnished,1,Contact Agent
1,7500,600,Carpet Area,Kolkata,Furnished,1,Contact Owner
2,6500,700,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,9500,850,Super Area,Kolkata,Semi-Furnished,1,Contact Owner
1,1800,500,Super Area,Kolkata,Semi-Furnished,1,Contact Owner
2,7500,650,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,10000,800,Super Area,Kolkata,Semi-Furnished,2,Contact Owner
3,15000,830,Super Area,Kolkata,Unfurnished,2,Contact Owner
2,7000,600,Super Area,Kolkata,Unfurnished,1,Contact Agent
2,6000,800,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,14000,1200,Super Area,Kolkata,Semi-Furnished,2,Contact Owner
2,22000,1000,Super Area,Kolkata,Furnished,2,Contact Owner
2,18000,750,Carpet Area,Kolkata,Unfurnished,2,Contact Agent
2,10000,800,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
2,6000,1200,Super Area,Kolkata,Unfurnished,2,Contact Owner
2,10000,750,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
3,10000,1500,Super Area,Kolkata,Semi-Furnished,2,Contact Owner
1,5000,300,Super Area,Kolkata,Unfurnished,1,Contact Owner
3,10000,800,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,7000,450,Super Area,Kolkata,Unfurnished,2,Contact Owner
4,10000,1200,Super Area,Kolkata,Furnished,2,Contact Owner
2,6000,500,Super Area,Kolkata,Semi-Furnished,2,Contact Owner
2,18000,900,Carpet Area,Kolkata,Semi-Furnished,2,Contact Owner
2,8000,460,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
2,8000,530,Super Area,Kolkata,Semi-Furnished,1,Contact Owner
2,13000,650,Carpet Area,Kolkata,Semi-Furnished,2,Contact Owner
2,20000,700,Carpet Area,Kolkata,Semi-Furnished,2,Contact Owner
2,6000,400,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,12000,1000,Super Area,Kolkata,Unfurnished,2,Contact Owner
1,10000,400,Carpet Area,Kolkata,Semi-Furnished,1,Contact Owner
2,14000,700,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
2,10000,850,Carpet Area,Kolkata,Semi-Furnished,2,Contact Owner
2,10500,558,Carpet Area,Kolkata,Unfurnished,2,Contact Agent
2,6000,800,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,12000,900,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
3,14000,1600,Super Area,Kolkata,Furnished,2,Contact Owner
1,3700,150,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
3,40000,1600,Carpet Area,Kolkata,Unfurnished,2,Contact Agent
3,25000,1000,Super Area,Kolkata,Unfurnished,1,Contact Owner
1,2200,700,Super Area,Kolkata,Unfurnished,1,Contact Owner
1,3300,175,Super Area,Kolkata,Unfurnished,1,Contact Owner
1,5000,450,Super Area,Kolkata,Semi-Furnished,1,Contact Owner
3,60000,1700,Carpet Area,Kolkata,Semi-Furnished,3,Contact Agent
2,6000,425,Carpet Area,Kolkata,Unfurnished,1,Contact Owner
3,7000,900,Super Area,Kolkata,Semi-Furnished,3,Contact Owner
1,5000,400,Carpet Area,Kolkata,Unfurnished,1,Contact Agent
2,11000,600,Super Area,Kolkata,Unfurnished,1,Contact Agent
2,10000,721,Super Area,Kolkata,Furnished,2,Contact Owner
3,22000,1150,Carpet Area,Kolkata,Unfurnished,2,Contact Agent
3,65000,2210,Carpet Area,Kolkata,Unfurnished,3,Contact Owner
2,7500,675,Super Area,Kolkata,Unfurnished,1,Contact Owner
2,45000,1320,Super Area,Kolkata,Furnished,2,Contact Owner
1,5000,250,Carpet Area,Kolkata,Unfurnished,1,Contact Agent
2,12000,720,Super Area,Kolkata,Unfurnished,2,Contact Owner
5,25000,1880,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
3,18000,850,Carpet Area,Kolkata,Semi-Furnished,3,Contact Owner
2,25000,1050,Carpet Area,Kolkata,Unfurnished,2,Contact Owner
1,25000,320,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,70000,750,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,45000,450,Carpet Area,Mumbai,Furnished,1,Contact Agent
3,75000,1100,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
1,14000,640,Super Area,Mumbai,Furnished,1,Contact Owner
1,60000,650,Super Area,Mumbai,Unfurnished,1,Contact Agent
2,160000,800,Carpet Area,Mumbai,Unfurnished,2,Contact Owner
4,300000,1600,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
1,22000,460,Super Area,Mumbai,Unfurnished,1,Contact Owner
4,130000,1650,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
1,33000,480,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,32000,500,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,30000,490,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,49000,620,Super Area,Mumbai,Furnished,1,Contact Owner
2,28000,518,Carpet Area,Mumbai,Semi-Furnished,2,Contact Owner
2,33500,700,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,85000,777,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,35000,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,270000,1800,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
5,400000,2308,Carpet Area,Mumbai,Furnished,5,Contact Agent
1,21000,425,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,150000,890,Carpet Area,Mumbai,Unfurnished,2,Contact Owner
1,22000,270,Super Area,Mumbai,Unfurnished,1,Contact Owner
2,100000,850,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,60000,888,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,8000,650,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,20000,275,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
2,20000,700,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,25000,375,Super Area,Mumbai,Unfurnished,1,Contact Owner
1,14000,424,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
1,19411,400,Super Area,Mumbai,Furnished,2,Contact Owner
1,23000,450,Carpet Area,Mumbai,Furnished,1,Contact Agent
4,190000,2079,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
2,32000,586,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,68000,610,Carpet Area,Mumbai,Furnished,2,Contact Owner
1,30000,488,Carpet Area,Mumbai,Semi-Furnished,2,Contact Owner
3,110000,1200,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
2,44000,722,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,20000,450,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
1,25000,500,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
2,40000,680,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,43000,1150,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,44000,830,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,75000,550,Carpet Area,Mumbai,Furnished,1,Contact Agent
1,32000,470,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,16000,410,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,65000,710,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,45000,750,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,57000,800,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,27000,435,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,57000,500,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
2,55000,800,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,40000,540,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,95000,1050,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,85000,700,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
4,300000,1600,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
2,80000,600,Carpet Area,Mumbai,Furnished,1,Contact Agent
1,13000,300,Super Area,Mumbai,Unfurnished,2,Contact Owner
1,28000,550,Carpet Area,Mumbai,Unfurnished,2,Contact Owner
3,89000,932,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,28000,450,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,13000,600,Carpet Area,Mumbai,Unfurnished,2,Contact Owner
1,24000,424,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,38000,560,Carpet Area,Mumbai,Furnished,2,Contact Owner
1,32000,450,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
4,350000,3000,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
1,40000,600,Carpet Area,Mumbai,Furnished,2,Contact Agent
3,150000,1400,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,45000,630,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,170000,1400,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
1,30000,320,Super Area,Mumbai,Furnished,1,Contact Owner
2,210000,1000,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,75000,1150,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
2,47000,751,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,14000,570,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,55000,696,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
4,120000,1600,Carpet Area,Mumbai,Unfurnished,4,Contact Agent
3,300000,2500,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
3,70000,1150,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
3,150000,1500,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
3,62000,950,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,42000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,130000,715,Carpet Area,Mumbai,Furnished,2,Contact Agent
3,170000,1337,Carpet Area,Mumbai,Furnished,3,Contact Agent
3,20000,737,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
2,41000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,65000,760,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,50000,750,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,85000,650,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,50000,1000,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
1,30000,570,Carpet Area,Mumbai,Unfurnished,1,Contact Owner
2,120000,900,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,60000,760,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,110000,1500,Carpet Area,Mumbai,Unfurnished,4,Contact Agent
3,84500,1150,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
3,80000,1100,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
3,50000,1000,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,40000,720,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,34000,365,Carpet Area,Mumbai,Furnished,1,Contact Agent
4,220000,2000,Carpet Area,Mumbai,Furnished,4,Contact Agent
1,25000,400,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
3,150000,1330,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
3,85000,850,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
4,180000,2000,Carpet Area,Mumbai,Furnished,5,Contact Agent
2,40000,700,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,50000,900,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,38000,650,Carpet Area,Mumbai,Furnished,2,Contact Agent
4,310000,2600,Carpet Area,Mumbai,Unfurnished,4,Contact Agent
2,50000,680,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,65000,950,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
4,210000,1783,Carpet Area,Mumbai,Semi-Furnished,3,Contact Owner
3,150000,1330,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
1,32000,565,Super Area,Mumbai,Unfurnished,2,Contact Owner
1,26000,450,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
2,60000,710,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,190000,1514,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
3,100000,1080,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
2,35000,700,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,68000,890,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,150000,1250,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,18000,300,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,55000,720,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,65000,825,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,80000,500,Carpet Area,Mumbai,Furnished,2,Contact Owner
2,53000,750,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,80000,750,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,18000,360,Carpet Area,Mumbai,Furnished,1,Contact Agent
4,250000,1545,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
1,17500,400,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
3,43000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,13500,432,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,18000,780,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,75000,695,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
1,18000,375,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
3,160000,1095,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,32000,475,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,55000,790,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,47000,661,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,35000,700,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,15000,420,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
2,50000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,25500,950,Super Area,Mumbai,Semi-Furnished,3,Contact Owner
5,350000,1880,Carpet Area,Mumbai,Furnished,5,Contact Agent
3,55000,1350,Carpet Area,Mumbai,Furnished,3,Contact Agent
1,25000,330,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,50000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,65000,925,Carpet Area,Mumbai,Furnished,3,Contact Agent
3,50000,1150,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
3,65000,1105,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
3,160000,1050,Carpet Area,Mumbai,Furnished,3,Contact Agent
1,25000,410,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
1,32000,460,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,21000,600,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
1,20000,570,Super Area,Mumbai,Furnished,2,Contact Owner
2,55000,720,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,32000,500,Carpet Area,Mumbai,Semi-Furnished,2,Contact Owner
4,150000,1460,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
1,30000,415,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,150000,1400,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,27000,270,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
2,47000,585,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
4,150000,1755,Carpet Area,Mumbai,Unfurnished,4,Contact Agent
1,27000,550,Carpet Area,Mumbai,Furnished,2,Contact Owner
3,160000,1300,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
2,100000,1200,Super Area,Mumbai,Furnished,2,Contact Agent
2,45002,600,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,48000,700,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,18000,385,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
1,7500,500,Carpet Area,Mumbai,Semi-Furnished,1,Contact Owner
2,50000,850,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,55000,900,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,26000,400,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
2,17000,600,Carpet Area,Mumbai,Unfurnished,2,Contact Owner
2,40000,750,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,43000,628,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,140000,1330,Carpet Area,Mumbai,Unfurnished,4,Contact Agent
3,140000,1064,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
3,120000,1200,Carpet Area,Mumbai,Furnished,3,Contact Agent
4,400000,2200,Carpet Area,Mumbai,Furnished,4,Contact Agent
2,21000,630,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,40000,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,40000,845,Super Area,Mumbai,Furnished,2,Contact Owner
3,230000,1915,Super Area,Mumbai,Semi-Furnished,3,Contact Agent
2,20000,900,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
2,60000,807,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,35000,1100,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
3,300000,1600,Super Area,Mumbai,Semi-Furnished,5,Contact Owner
2,6500,790,Super Area,Mumbai,Unfurnished,2,Contact Owner
1,15000,380,Carpet Area,Mumbai,Unfurnished,1,Contact Owner
2,38000,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,35000,800,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,32000,830,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
1,16000,410,Carpet Area,Mumbai,Unfurnished,1,Contact Owner
1,33000,428,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,8500,550,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,60000,630,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,20000,550,Super Area,Mumbai,Unfurnished,2,Contact Owner
1,38000,450,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,100000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,65000,800,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,80000,1050,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,85000,850,Carpet Area,Mumbai,Furnished,2,Contact Agent
4,600000,2500,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
3,150000,2000,Carpet Area,Mumbai,Furnished,3,Contact Agent
3,130000,1330,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
3,55000,950,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
1,23000,435,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,95000,1300,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
2,40000,650,Super Area,Mumbai,Unfurnished,2,Contact Owner
3,180000,1550,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,25000,380,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
4,140000,1454,Carpet Area,Mumbai,Unfurnished,4,Contact Agent
2,55000,860,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,46000,680,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
