BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
2,15000,600,Ground out of 2,Super Area,Kolkata,Semi-Furnished,1
1,5000,350,Ground out of 5,Carpet Area,Kolkata,Semi-Furnished,1
2,7000,800,Ground out of 2,Super Area,Kolkata,Unfurnished,1
2,6000,320,1 out of 2,Carpet Area,Kolkata,Unfurnished,1
3,15000,800,Ground out of 4,Carpet Area,Kolkata,Unfurnished,1
2,10000,700,1 out of 1,Carpet Area,Kolkata,Semi-Furnished,2
2,22000,1200,1 out of 2,Super Area,Kolkata,Semi-Furnished,2
2,8500,750,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,1
3,35000,1200,Ground out of 3,Super Area,Kolkata,Semi-Furnished,3
2,7000,450,Ground out of 4,Carpet Area,Kolkata,Unfurnished,1
3,8500,1430,Ground out of 2,Super Area,Kolkata,Semi-Furnished,1
2,6000,450,1 out of 3,Super Area,Kolkata,Unfurnished,1
4,35000,800,Ground out of 1,Super Area,Kolkata,Semi-Furnished,3
1,6000,400,1 out of 2,Super Area,Kolkata,Unfurnished,1
2,8000,650,1 out of 2,Super Area,Kolkata,Unfurnished,1
1,5000,450,1 out of 2,Carpet Area,Kolkata,Unfurnished,1
2,6000,600,Ground out of 4,Super Area,Kolkata,Unfurnished,1
3,15000,1200,1 out of 3,Carpet Area,Kolkata,Unfurnished,2
2,9000,700,3 out of 3,Carpet Area,Kolkata,Unfurnished,1
1,5000,300,Ground out of 1,Carpet Area,Kolkata,Unfurnished,1
3,8000,1200,1 out of 4,Super Area,Kolkata,Unfurnished,3
3,35000,1300,Ground out of 1,Carpet Area,Kolkata,Unfurnished,2
1,5500,400,Ground out of 1,Super Area,Kolkata,Unfurnished,1
3,35000,1320,Ground out of 2,Carpet Area,Kolkata,Unfurnished,2
2,11000,1000,Ground out of 1,Super Area,Kolkata,Furnished,2
2,10000,700,1 out of 2,Carpet Area,Kolkata,Unfurnished,1
2,6500,800,Ground out of 2,Carpet Area,Kolkata,Unfurnished,2
2,6000,900,Ground out of 3,Super Area,Kolkata,Furnished,1
3,36125,1700,Ground out of 2,Super Area,Kolkata,Unfurnished,2
2,6800,600,Ground out of 2,Carpet Area,Kolkata,Unfurnished,1
2,8500,850,1 out of 2,Carpet Area,Kolkata,Unfurnished,2
2,5000,550,1 out of 3,Carpet Area,Kolkata,Unfurnished,1
1,6500,650,Ground out of 2,Carpet Area,Kolkata,Furnished,1
1,6500,800,Ground out of 1,Carpet Area,Kolkata,Unfurnished,1
2,4500,475,Ground out of 2,Super Area,Kolkata,Unfurnished,1
1,6000,200,Ground out of 1,Carpet Area,Kolkata,Unfurnished,1
1,10000,400,Ground out of 2,Carpet Area,Kolkata,Unfurnished,1
1,12000,500,Ground out of 2,Super Area,Kolkata,Furnished,1
2,12000,550,2 out of 3,Carpet Area,Kolkata,Unfurnished,1
2,12000,800,1 out of 2,Super Area,Kolkata,Unfurnished,1
2,9000,1000,2 out of 3,Super Area,Kolkata,Furnished,2
1,5000,400,Ground out of 5,Carpet Area,Kolkata,Semi-Furnished,1
1,6000,300,1 out of 2,Carpet Area,Kolkata,Unfurnished,1
2,5500,450,1 out of 1,Carpet Area,Kolkata,Unfurnished,1
2,5500,450,1 out of 2,Carpet Area,Kolkata,Unfurnished,1
2,8500,1100,Ground out of 1,Carpet Area,Kolkata,Unfurnished,2
1,5000,450,2 out of 2,Super Area,Kolkata,Unfurnished,1
2,23000,1100,Ground out of 2,Carpet Area,Kolkata,Unfurnished,2
2,5500,650,2 out of 2,Carpet Area,Kolkata,Unfurnished,1
2,8500,780,Ground out of 2,Carpet Area,Kolkata,Unfurnished,1
3,22000,1100,Ground out of 2,Super Area,Kolkata,Semi-Furnished,2
1,5500,800,2 out of 3,Super Area,Kolkata,Unfurnished,1
1,7000,500,Ground out of 2,Super Area,Kolkata,Semi-Furnished,2
1,5000,400,3 out of 5,Carpet Area,Kolkata,Unfurnished,1
1,5000,450,1 out of 1,Carpet Area,Kolkata,Unfurnished,1
2,6500,550,Ground out of 1,Super Area,Kolkata,Unfurnished,1
2,8000,600,1 out of 2,Carpet Area,Kolkata,Unfurnished,1
1,5500,200,1 out of 3,Super Area,Kolkata,Unfurnished,1
2,6000,500,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,1
1,5500,450,Ground out of 3,Carpet Area,Kolkata,Unfurnished,1
2,10000,1050,Ground out of 1,Super Area,Kolkata,Unfurnished,2
3,10000,1000,2 out of 5,Carpet Area,Kolkata,Unfurnished,2
2,10000,1200,Ground out of 3,Super Area,Kolkata,Semi-Furnished,2
3,12000,1100,1 out of 1,Super Area,Kolkata,Semi-Furnished,2
1,5200,220,Ground out of 2,Super Area,Kolkata,Unfurnished,1
1,4000,350,1 out of 1,Super Area,Kolkata,Unfurnished,1
3,30000,1100,Ground out of 3,Carpet Area,Kolkata,Unfurnished,1
2,5146,800,Ground out of 2,Super Area,Kolkata,Unfurnished,1
2,12000,950,Ground out of 2,Super Area,Kolkata,Unfurnished,1
3,7000,1200,Ground out of 3,Super Area,Kolkata,Unfurnished,1
2,8500,700,Ground out of 2,Super Area,Kolkata,Semi-Furnished,1
1,7000,500,1 out of 3,Super Area,Kolkata,Unfurnished,1
2,9500,570,Ground out of 3,Super Area,Kolkata,Unfurnished,1
2,8000,650,2 out of 3,Super Area,Kolkata,Unfurnished,1
3,15000,1200,1 out of 2,Super Area,Kolkata,Unfurnished,3
5,22500,960,Ground out of 1,Super Area,Kolkata,Unfurnished,2
2,12500,1250,1 out of 2,Super Area,Kolkata,Semi-Furnished,2
3,34000,120,2 out of 5,Super Area,Kolkata,Furnished,2
3,14000,950,1 out of 2,Carpet Area,Kolkata,Semi-Furnished,2
1,9500,600,1 out of 2,Carpet Area,Kolkata,Unfurnished,1
2,7000,750,2 out of 2,Super Area,Kolkata,Unfurnished,1
3,20000,1200,3 out of 3,Super Area,Kolkata,Unfurnished,2
1,6500,400,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,1
1,7500,600,Ground out of 2,Carpet Area,Kolkata,Furnished,1
2,6500,700,Ground out of 2,Super Area,Kolkata,Unfurnished,1
2,9500,850,Ground out of 3,Super Area,Kolkata,Semi-Furnished,1
1,1800,500,Ground out of 1,Super Area,Kolkata,Semi-Furnished,1
2,7500,650,Ground out of 2,Carpet Area,Kolkata,Unfurnished,1
2,10000,800,Ground out of 3,Super Area,Kolkata,Semi-Furnished,2
3,15000,830,3 out of 4,Super Area,Kolkata,Unfurnished,2
2,7000,600,Ground out of 2,Super Area,Kolkata,Unfurnished,1
2,6000,800,1 out of 2,Super Area,Kolkata,Unfurnished,1
2,14000,1200,Ground out of 1,Super Area,Kolkata,Semi-Furnished,2
2,22000,1000,Ground out of 2,Super Area,Kolkata,Furnished,2
2,18000,750,Ground out of 2,Carpet Area,Kolkata,Unfurnished,2
2,10000,800,Ground out of 3,Carpet Area,Kolkata,Unfurnished,2
2,6000,1200,Ground out of 3,Super Area,Kolkata,Unfurnished,2
2,10000,750,4 out of 4,Carpet Area,Kolkata,Unfurnished,1
3,10000,1500,11 out of 19,Super Area,Kolkata,Semi-Furnished,2
1,5000,300,1 out of 3,Super Area,Kolkata,Unfurnished,1
3,10000,800,Ground out of 2,Carpet Area,Kolkata,Unfurnished,1
2,7000,450,Ground out of 2,Super Area,Kolkata,Unfurnished,2
4,10000,1200,5 out of 10,Super Area,Kolkata,Furnished,2
2,6000,500,11 out of 14,Super Area,Kolkata,Semi-Furnished,2
2,18000,900,Ground out of 1,Carpet Area,Kolkata,Semi-Furnished,2
2,8000,460,Ground out of 2,Carpet Area,Kolkata,Unfurnished,1
2,8000,530,2 out of 3,Super Area,Kolkata,Semi-Furnished,1
2,13000,650,Ground out of 4,Carpet Area,Kolkata,Semi-Furnished,2
2,20000,700,Ground out of 1,Carpet Area,Kolkata,Semi-Furnished,2
2,6000,400,2 out of 3,Super Area,Kolkata,Unfurnished,1
2,12000,1000,Ground out of 2,Super Area,Kolkata,Unfurnished,2
1,10000,400,Ground out of 2,Carpet Area,Kolkata,Semi-Furnished,1
2,14000,700,Ground out of 3,Carpet Area,Kolkata,Unfurnished,2
2,10000,850,1 out of 4,Carpet Area,Kolkata,Semi-Furnished,2
2,10500,558,3 out of 3,Carpet Area,Kolkata,Unfurnished,2
2,6000,800,3 out of 4,Super Area,Kolkata,Unfurnished,1
2,12000,900,1 out of 2,Carpet Area,Kolkata,Unfurnished,2
3,14000,1600,1 out of 3,Super Area,Kolkata,Furnished,2
1,3700,150,1 out of 5,Carpet Area,Kolkata,Unfurnished,1
3,40000,1600,Ground out of 3,Carpet Area,Kolkata,Unfurnished,2
3,25000,1000,2 out of 4,Super Area,Kolkata,Unfurnished,1
1,2200,700,1 out of 3,Super Area,Kolkata,Unfurnished,1
1,3300,175,Ground out of 2,Super Area,Kolkata,Unfurnished,1
1,5000,450,Ground out of 1,Super Area,Kolkata,Semi-Furnished,1
3,60000,1700,1 out of 3,Carpet Area,Kolkata,Semi-Furnished,3
2,6000,425,2 out of 3,Carpet Area,Kolkata,Unfurnished,1
3,7000,900,1 out of 2,Super Area,Kolkata,Semi-Furnished,3
1,5000,400,4 out of 4,Carpet Area,Kolkata,Unfurnished,1
2,11000,600,Ground out of 2,Super Area,Kolkata,Unfurnished,1
2,10000,721,3 out of 4,Super Area,Kolkata,Furnished,2
3,22000,1150,1 out of 2,Carpet Area,Kolkata,Unfurnished,2
3,65000,2210,Ground out of 2,Carpet Area,Kolkata,Unfurnished,3
2,7500,675,Ground out of 2,Super Area,Kolkata,Unfurnished,1
2,45000,1320,Lower Basement out of 2,Super Area,Kolkata,Furnished,2
1,5000,250,Ground out of 2,Carpet Area,Kolkata,Unfurnished,1
2,12000,720,Ground out of 1,Super Area,Kolkata,Unfurnished,2
5,25000,1880,2 out of 2,Carpet Area,Kolkata,Unfurnished,2
3,18000,850,1 out of 1,Carpet Area,Kolkata,Semi-Furnished,3
2,25000,1050,1 out of 1,Carpet Area,Kolkata,Unfurnished,2
1,25000,320,2 out of 7,Super Area,Mumbai,Semi-Furnished,1
2,70000,750,4 out of 10,Carpet Area,Mumbai,Furnished,2
1,45000,450,7 out of 10,Carpet Area,Mumbai,Furnished,1
3,75000,1100,2 out of 13,Carpet Area,Mumbai,Unfurnished,3
1,14000,640,6 out of 7,Super Area,Mumbai,Furnished,1
1,60000,650,4 out of 7,Super Area,Mumbai,Unfurnished,1
2,160000,800,14 out of 14,Carpet Area,Mumbai,Unfurnished,2
4,300000,1600,43 out of 78,Carpet Area,Mumbai,Semi-Furnished,5
1,22000,460,2 out of 8,Super Area,Mumbai,Unfurnished,1
4,130000,1650,13 out of 18,Carpet Area,Mumbai,Semi-Furnished,4
1,33000,480,2 out of 4,Carpet Area,Mumbai,Semi-Furnished,2
1,32000,500,1 out of 4,Carpet Area,Mumbai,Furnished,2
1,30000,490,2 out of 4,Carpet Area,Mumbai,Semi-Furnished,2
1,49000,620,2 out of 3,Super Area,Mumbai,Furnished,1
2,28000,518,5 out of 12,Carpet Area,Mumbai,Semi-Furnished,2
2,33500,700,4 out of 7,Carpet Area,Mumbai,Semi-Furnished,2
2,85000,777,18 out of 24,Carpet Area,Mumbai,Semi-Furnished,2
2,35000,650,6 out of 7,Carpet Area,Mumbai,Unfurnished,2
3,270000,1800,3 out of 7,Carpet Area,Mumbai,Semi-Furnished,4
5,400000,2308,17 out of 31,Carpet Area,Mumbai,Furnished,5
1,21000,425,11 out of 21,Carpet Area,Mumbai,Unfurnished,2
2,150000,890,7 out of 19,Carpet Area,Mumbai,Unfurnished,2
1,22000,270,14 out of 23,Super Area,Mumbai,Unfurnished,1
2,100000,850,4 out of 7,Carpet Area,Mumbai,Semi-Furnished,2
2,60000,888,9 out of 20,Carpet Area,Mumbai,Semi-Furnished,2
2,8000,650,Upper Basement out of 9,Carpet Area,Mumbai,Semi-Furnished,2
1,20000,275,19 out of 24,Carpet Area,Mumbai,Unfurnished,1
2,20000,700,3 out of 21,Carpet Area,Mumbai,Semi-Furnished,2
1,25000,375,1 out of 22,Super Area,Mumbai,Unfurnished,1
1,14000,424,3 out of 7,Super Area,Mumbai,Semi-Furnished,1
1,19411,400,8 out of 8,Super Area,Mumbai,Furnished,2
1,23000,450,6 out of 12,Carpet Area,Mumbai,Furnished,1
4,190000,2079,4 out of 58,Carpet Area,Mumbai,Semi-Furnished,5
2,32000,586,Ground out of 4,Super Area,Mumbai,Semi-Furnished,1
2,68000,610,1 out of 5,Carpet Area,Mumbai,Furnished,2
1,30000,488,Upper Basement out of 16,Carpet Area,Mumbai,Semi-Furnished,2
3,110000,1200,60 out of 66,Carpet Area,Mumbai,Semi-Furnished,3
2,44000,722,34 out of 48,Carpet Area,Mumbai,Semi-Furnished,2
1,20000,450,5 out of 8,Carpet Area,Mumbai,Unfurnished,1
1,25000,500,2 out of 8,Super Area,Mumbai,Semi-Furnished,2
2,40000,680,5 out of 14,Carpet Area,Mumbai,Furnished,2
2,43000,1150,14 out of 40,Carpet Area,Mumbai,Unfurnished,2
2,44000,830,2 out of 2,Carpet Area,Mumbai,Furnished,2
1,75000,550,5 out of 7,Carpet Area,Mumbai,Furnished,1
1,32000,470,6 out of 7,Carpet Area,Mumbai,Semi-Furnished,2
1,16000,410,9 out of 22,Carpet Area,Mumbai,Semi-Furnished,2
2,65000,710,11 out of 14,Carpet Area,Mumbai,Semi-Furnished,2
2,45000,750,12 out of 18,Carpet Area,Mumbai,Semi-Furnished,2
2,57000,800,6 out of 7,Carpet Area,Mumbai,Unfurnished,2
1,27000,435,3 out of 7,Carpet Area,Mumbai,Unfurnished,2
1,57000,500,26 out of 44,Carpet Area,Mumbai,Semi-Furnished,1
2,55000,800,1 out of 8,Carpet Area,Mumbai,Furnished,2
1,40000,540,2 out of 4,Carpet Area,Mumbai,Semi-Furnished,2
2,95000,1050,25 out of 42,Carpet Area,Mumbai,Unfurnished,2
2,85000,700,25 out of 41,Carpet Area,Mumbai,Semi-Furnished,2
4,300000,1600,53 out of 78,Carpet Area,Mumbai,Semi-Furnished,4
2,80000,600,2 out of 5,Carpet Area,Mumbai,Furnished,1
1,13000,300,Ground out of 7,Super Area,Mumbai,Unfurnished,2
1,28000,550,3 out of 4,Carpet Area,Mumbai,Unfurnished,2
3,89000,932,14 out of 20,Carpet Area,Mumbai,Semi-Furnished,3
1,28000,450,13 out of 20,Carpet Area,Mumbai,Unfurnished,2
2,13000,600,2 out of 4,Carpet Area,Mumbai,Unfurnished,2
1,24000,424,16 out of 23,Carpet Area,Mumbai,Unfurnished,2
2,38000,560,Ground out of 3,Carpet Area,Mumbai,Furnished,2
1,32000,450,10 out of 18,Carpet Area,Mumbai,Unfurnished,2
4,350000,3000,39 out of 60,Carpet Area,Mumbai,Semi-Furnished,5
1,40000,600,3 out of 7,Carpet Area,Mumbai,Furnished,2
3,150000,1400,16 out of 21,Carpet Area,Mumbai,Furnished,3
2,45000,630,10 out of 32,Carpet Area,Mumbai,Unfurnished,2
3,170000,1400,4 out of 8,Carpet Area,Mumbai,Unfurnished,3
1,30000,320,12 out of 24,Super Area,Mumbai,Furnished,1
2,210000,1000,4 out of 8,Carpet Area,Mumbai,Unfurnished,2
3,75000,1150,32 out of 41,Carpet Area,Mumbai,Unfurnished,3
2,47000,751,3 out of 30,Carpet Area,Mumbai,Semi-Furnished,2
2,14000,570,4 out of 7,Carpet Area,Mumbai,Furnished,2
2,55000,696,13 out of 21,Carpet Area,Mumbai,Semi-Furnished,2
4,120000,1600,9 out of 29,Carpet Area,Mumbai,Unfurnished,4
3,300000,2500,47 out of 89,Carpet Area,Mumbai,Semi-Furnished,3
3,70000,1150,7 out of 41,Carpet Area,Mumbai,Unfurnished,3
3,150000,1500,7 out of 10,Carpet Area,Mumbai,Semi-Furnished,4
3,62000,950,6 out of 7,Carpet Area,Mumbai,Furnished,3
2,42000,750,11 out of 21,Carpet Area,Mumbai,Unfurnished,2
2,130000,715,5 out of 10,Carpet Area,Mumbai,Furnished,2
3,170000,1337,28 out of 30,Carpet Area,Mumbai,Furnished,3
3,20000,737,13 out of 15,Carpet Area,Mumbai,Semi-Furnished,3
2,41000,750,6 out of 21,Carpet Area,Mumbai,Unfurnished,2
2,65000,760,4 out of 7,Carpet Area,Mumbai,Semi-Furnished,2
2,50000,750,8 out of 16,Carpet Area,Mumbai,Semi-Furnished,2
2,85000,650,2 out of 6,Carpet Area,Mumbai,Semi-Furnished,2
2,50000,1000,4 out of 7,Super Area,Mumbai,Semi-Furnished,2
1,30000,570,Ground out of 3,Carpet Area,Mumbai,Unfurnished,1
2,120000,900,5 out of 19,Carpet Area,Mumbai,Semi-Furnished,2
2,60000,760,3 out of 11,Carpet Area,Mumbai,Unfurnished,2
3,110000,1500,17 out of 42,Carpet Area,Mumbai,Unfurnished,4
3,84500,1150,10 out of 12,Carpet Area,Mumbai,Unfurnished,3
3,80000,1100,8 out of 28,Carpet Area,Mumbai,Semi-Furnished,3
3,50000,1000,9 out of 15,Carpet Area,Mumbai,Furnished,3
2,40000,720,14 out of 22,Carpet Area,Mumbai,Unfurnished,2
1,34000,365,18 out of 40,Carpet Area,Mumbai,Furnished,1
4,220000,2000,9 out of 17,Carpet Area,Mumbai,Furnished,4
1,25000,400,2 out of 13,Carpet Area,Mumbai,Unfurnished,1
3,150000,1330,12 out of 45,Carpet Area,Mumbai,Semi-Furnished,4
3,85000,850,25 out of 35,Carpet Area,Mumbai,Semi-Furnished,3
4,180000,2000,4 out of 14,Carpet Area,Mumbai,Furnished,5
2,40000,700,2 out of 6,Carpet Area,Mumbai,Semi-Furnished,2
2,50000,900,7 out of 15,Carpet Area,Mumbai,Semi-Furnished,2
2,38000,650,10 out of 16,Carpet Area,Mumbai,Furnished,2
4,310000,2600,Upper Basement out of 20,Carpet Area,Mumbai,Unfurnished,4
2,50000,680,5 out of 14,Carpet Area,Mumbai,Unfurnished,2
3,65000,950,Upper Basement out of 9,Carpet Area,Mumbai,Semi-Furnished,3
4,210000,1783,5 out of 20,Carpet Area,Mumbai,Semi-Furnished,3
3,150000,1330,Upper Basement out of 40,Carpet Area,Mumbai,Unfurnished,3
1,32000,565,1 out of 8,Super Area,Mumbai,Unfurnished,2
1,26000,450,4 out of 8,Carpet Area,Mumbai,Unfurnished,1
2,60000,710,5 out of 18,Carpet Area,Mumbai,Semi-Furnished,2
3,190000,1514,34 out of 58,Carpet Area,Mumbai,Semi-Furnished,4
3,100000,1080,5 out of 8,Carpet Area,Mumbai,Unfurnished,3
2,35000,700,5 out of 8,Carpet Area,Mumbai,Unfurnished,2
3,68000,890,11 out of 19,Carpet Area,Mumbai,Unfurnished,2
3,150000,1250,5 out of 8,Carpet Area,Mumbai,Semi-Furnished,3
1,18000,300,4 out of 6,Super Area,Mumbai,Semi-Furnished,1
2,55000,720,5 out of 7,Carpet Area,Mumbai,Unfurnished,2
3,65000,825,20 out of 22,Carpet Area,Mumbai,Furnished,3
2,80000,500,1 out of 5,Carpet Area,Mumbai,Furnished,2
2,53000,750,12 out of 19,Carpet Area,Mumbai,Semi-Furnished,2
2,80000,750,15 out of 18,Carpet Area,Mumbai,Semi-Furnished,2
1,18000,360,3 out of 7,Carpet Area,Mumbai,Furnished,1
4,250000,1545,65 out of 78,Carpet Area,Mumbai,Semi-Furnished,5
1,17500,400,4 out of 4,Carpet Area,Mumbai,Unfurnished,1
3,43000,750,6 out of 16,Carpet Area,Mumbai,Unfurnished,2
1,13500,432,5 out of 8,Carpet Area,Mumbai,Unfurnished,2
2,18000,780,17 out of 22,Carpet Area,Mumbai,Unfurnished,2
2,75000,695,4 out of 7,Carpet Area,Mumbai,Semi-Furnished,1
1,18000,375,6 out of 24,Carpet Area,Mumbai,Unfurnished,1
3,160000,1095,40 out of 75,Carpet Area,Mumbai,Semi-Furnished,3
1,32000,475,4 out of 4,Carpet Area,Mumbai,Semi-Furnished,2
2,55000,790,9 out of 15,Carpet Area,Mumbai,Unfurnished,2
2,47000,661,19 out of 38,Carpet Area,Mumbai,Semi-Furnished,2
2,35000,700,5 out of 7,Carpet Area,Mumbai,Semi-Furnished,2
1,15000,420,6 out of 7,Carpet Area,Mumbai,Semi-Furnished,1
2,50000,750,5 out of 7,Carpet Area,Mumbai,Unfurnished,2
2,25500,950,Ground out of 4,Super Area,Mumbai,Semi-Furnished,3
5,350000,1880,15 out of 31,Carpet Area,Mumbai,Furnished,5
3,55000,1350,11 out of 28,Carpet Area,Mumbai,Furnished,3
1,25000,330,4 out of 6,Super Area,Mumbai,Semi-Furnished,1
2,50000,750,8 out of 16,Carpet Area,Mumbai,Unfurnished,2
2,65000,925,10 out of 22,Carpet Area,Mumbai,Furnished,3
3,50000,1150,17 out of 24,Carpet Area,Mumbai,Semi-Furnished,3
3,65000,1105,15 out of 19,Carpet Area,Mumbai,Unfurnished,3
3,160000,1050,9 out of 10,Carpet Area,Mumbai,Furnished,3
1,25000,410,4 out of 8,Carpet Area,Mumbai,Semi-Furnished,1
1,32000,460,7 out of 12,Carpet Area,Mumbai,Unfurnished,2
1,21000,600,2 out of 2,Super Area,Mumbai,Semi-Furnished,1
1,20000,570,6 out of 7,Super Area,Mumbai,Furnished,2
2,55000,720,8 out of 20,Carpet Area,Mumbai,Furnished,2
1,32000,500,4 out of 4,Carpet Area,Mumbai,Semi-Furnished,2
4,150000,1460,11 out of 13,Carpet Area,Mumbai,Semi-Furnished,4
1,30000,415,5 out of 8,Carpet Area,Mumbai,Unfurnished,2
3,150000,1400,6 out of 12,Carpet Area,Mumbai,Semi-Furnished,3
1,27000,270,1 out of 4,Carpet Area,Mumbai,Unfurnished,1
2,47000,585,7 out of 8,Carpet Area,Mumbai,Semi-Furnished,2
4,150000,1755,9 out of 19,Carpet Area,Mumbai,Unfurnished,4
1,27000,550,4 out of 7,Carpet Area,Mumbai,Furnished,2
3,160000,1300,37 out of 51,Carpet Area,Mumbai,Semi-Furnished,4
2,100000,1200,6 out of 11,Super Area,Mumbai,Furnished,2
2,45002,600,9 out of 17,Carpet Area,Mumbai,Semi-Furnished,2
2,48000,700,8 out of 15,Carpet Area,Mumbai,Semi-Furnished,2
1,18000,385,11 out of 20,Carpet Area,Mumbai,Unfurnished,1
1,7500,500,2 out of 2,Carpet Area,Mumbai,Semi-Furnished,1
2,50000,850,10 out of 23,Carpet Area,Mumbai,Semi-Furnished,2
3,55000,900,Upper Basement out of 10,Carpet Area,Mumbai,Semi-Furnished,2
1,26000,400,4 out of 7,Carpet Area,Mumbai,Unfurnished,1
2,17000,600,7 out of 23,Carpet Area,Mumbai,Unfurnished,2
2,40000,750,5 out of 8,Carpet Area,Mumbai,Semi-Furnished,2
2,43000,628,4 out of 11,Carpet Area,Mumbai,Unfurnished,2
3,140000,1330,17 out of 43,Carpet Area,Mumbai,Unfurnished,4
3,140000,1064,7 out of 22,Carpet Area,Mumbai,Unfurnished,3
3,120000,1200,14 out of 18,Carpet Area,Mumbai,Furnished,3
4,400000,2200,6 out of 10,Carpet Area,Mumbai,Furnished,4
2,21000,630,8 out of 12,Carpet Area,Mumbai,Semi-Furnished,2
2,40000,650,3 out of 7,Carpet Area,Mumbai,Unfurnished,2
2,40000,845,7 out of 8,Super Area,Mumbai,Furnished,2
3,230000,1915,3 out of 18,Super Area,Mumbai,Semi-Furnished,3
2,20000,900,7 out of 7,Super Area,Mumbai,Semi-Furnished,2
2,60000,807,14 out of 58,Carpet Area,Mumbai,Unfurnished,2
2,35000,1100,Ground out of 3,Super Area,Mumbai,Semi-Furnished,2
3,300000,1600,18 out of 23,Super Area,Mumbai,Semi-Furnished,5
2,6500,790,3 out of 7,Super Area,Mumbai,Unfurnished,2
1,15000,380,19 out of 19,Carpet Area,Mumbai,Unfurnished,1
2,38000,650,4 out of 10,Carpet Area,Mumbai,Unfurnished,2
2,35000,800,9 out of 20,Carpet Area,Mumbai,Semi-Furnished,2
2,32000,830,13 out of 14,Super Area,Mumbai,Semi-Furnished,2
1,16000,410,Ground out of 4,Carpet Area,Mumbai,Unfurnished,1
1,33000,428,7 out of 11,Carpet Area,Mumbai,Semi-Furnished,2
1,8500,550,3 out of 5,Super Area,Mumbai,Semi-Furnished,1
2,60000,630,11 out of 22,Carpet Area,Mumbai,Unfurnished,2
1,20000,550,5 out of 7,Super Area,Mumbai,Unfurnished,2
1,38000,450,4 out of 8,Carpet Area,Mumbai,Unfurnished,2
2,100000,750,Upper Basement out of 30,Carpet Area,Mumbai,Unfurnished,2
2,65000,800,12 out of 14,Carpet Area,Mumbai,Semi-Furnished,2
3,80000,1050,16 out of 31,Carpet Area,Mumbai,Furnished,3
2,85000,850,1 out of 8,Carpet Area,Mumbai,Furnished,2
4,600000,2500,12 out of 13,Carpet Area,Mumbai,Semi-Furnished,4
3,150000,2000,6 out of 7,Carpet Area,Mumbai,Furnished,3
3,130000,1330,11 out of 51,Carpet Area,Mumbai,Semi-Furnished,4
3,55000,950,2 out of 12,Carpet Area,Mumbai,Unfurnished,3
1,23000,435,9 out of 22,Carpet Area,Mumbai,Semi-Furnished,2
3,95000,1300,8 out of 16,Carpet Area,Mumbai,Semi-Furnished,4
2,40000,650,Ground out of 4,Super Area,Mumbai,Unfurnished,2
3,180000,1550,22 out of 24,Carpet Area,Mumbai,Semi-Furnished,3
1,25000,380,3 out of 4,Carpet Area,Mumbai,Semi-Furnished,1
4,140000,1454,7 out of 14,Carpet Area,Mumbai,Unfurnished,4
2,55000,860,9 out of 20,Carpet Area,Mumbai,Semi-Furnished,2
2,46000,680,4 out of 7,Carpet Area,Mumbai,Semi-Furnished,2
1,22000,433,2 out of 7,Carpet Area,Mumbai,Unfurnished,2
2,55100,710,10 out of 22,Carpet Area,Mumbai,Semi-Furnished,2
2,65000,700,5 out of 7,Carpet Area,Mumbai,Furnished,2
1,33000,550,Ground out of 4,Carpet Area,Mumbai,Unfurnished,1
4,320000,2700,10 out of 12,Carpet Area,Mumbai,Semi-Furnished,5
1,33000,350,Ground out of 5,Super Area,Mumbai,Unfurnished,1
1,25000,490,7 out of 8,Super Area,Mumbai,Semi-Furnished,1
3,300000,1225,5 out of 13,Carpet Area,Mumbai,Furnished,3
3,100000,1286,7 out of 21,Carpet Area,Mumbai,Unfurnished,5
